Row_Number,Tweet_Num,Tweet,tokenized_cleaned
749,282,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
750,824,"A comprehensive article shares evidence and examines beliefs about #cannabis effects. 

Legalization comes with ris… https://t.co/gZSZzQWXkJ",comprehensive article shares evidence examines beliefs cannabis effects legalization comes https
751,35,"RT @drex: Tonight on #TheShiftWithDrex. We chat #CannabisAct, and the current laws around Cannabis &amp; driving, and where they could be going…",drex tonight theshiftwithdrex chat cannabisact current laws around cannabis amp driving could
752,646,"#Trudeau Sets a Date: #Canada Will Legalize Cannabis on October 17
https://t.co/OLWNLfAGKj #MarijuanaNews… https://t.co/vhJuwdLpDI",trudeau sets date canada legalize cannabis october https https
753,455,"RT @GovCanHealth: .@CDNMinHealth, Minister of @Safety_Canada and Minister of @JusticeCanadaEN are pleased to announce that Bill #C45 has pa…",govcanhealth cdnminhealth minister minister justicecanadaen pleased announce bill
754,126,"RT @MH_Dillinger: Cannabis police, allowing cities to make dispensaries illegal, banning cannabis lounges, arrests for growing your four ma…",cannabis police allowing cities make dispensaries illegal banning cannabis lounges arrests growing four
755,279,"RT @JodieEmery: Want to know how to eliminate the illegal, massive, long-established “black market” cannabis industry?

Legalize it.

That’…",jodieemery want know eliminate illegal massive black market cannabis industry legalize
756,280,RT @SenateCA: Bill #C45 has received Royal Assent:  https://t.co/SHR9GLJrX0 #SenCA #cdnpoli https://t.co/zFxIRiF5iC,senateca bill received royal assent https senca cdnpoli https
757,881,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
758,369,"RT @GTIGrows: Legal access to #medicalmarijuana helps reduce opioid need, use, addiction and related deaths.

Pass it on.
https://t.co/0ewS…",gtigrows legal access medicalmarijuana helps reduce opioid need use addiction related deaths pass https
759,8,Governor General presides over #RoyalAssent of the #CannabisAct https://t.co/c554CPmMHv,governor general presides royalassent cannabisact https
760,277,"RT @GPTaylorMRD: C’est maintenant officiel, la loi sur le cannabis a reçu la sanction royale ce matin. Le cannabis sera légal au Canada le…",gptaylormrd est maintenant officiel loi sur cannabis reçu sanction royale matin cannabis sera légal canada
761,63,"RT @JodieEmery: Letter to @JustinTrudeau — one of a few I’ve written — asking for an end to unjust cannabis possession arrests.

This was m…",jodieemery letter justintrudeau one written asking end unjust cannabis possession arrests
762,902,"@AnitaAnand2 @tsx_tsxv Yes, #TSX hitting record highs because of #marijuanaDecriminalization 🤪That's #Canada's cutt… https://t.co/L5uW6DFNog",yes tsx hitting record highs marijuanadecriminalization canada https
763,595,https://t.co/Tz9D8Tjuu9.   #Marijuana #marijuananews #golf #golfer #weed #toke #blunts #NationalSelfieDay… https://t.co/6yiP0fPruF,https marijuana marijuananews golf golfer weed toke blunts https
764,975,RT @DaveStudio: C'est pas tout l'monde qui est d'accord. #polcan #polQC #AssNat #LegaliseCannabis https://t.co/sXEjS4Jt3V,davestudio pas tout qui est polcan polqc assnat legalisecannabis https
765,1013,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
766,879,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
767,195,"RT @JLaC975: October 17th, three full grown #marijuana plants will magically appear on Nan's doorstep.

Fast growing Nan ... you sly S.O.B.…",october three full grown marijuana plants magically appear nan doorstep fast growing nan sly
768,582,RT @SuburbanFinance: Are there any stable #cannabis careers? Here is what you need to know about the industry and the #jobs available: http…,suburbanfinance stable cannabis careers need know industry jobs available
769,149,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",stefostrander thank made happen rock world changing legalization
770,435,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",canborder even though cannabis legal regulated canada near future still able bring
771,608,#Canadian PM @JustinTrudeau has set an #Official date and #Canada will soon be the largest country in the world wit… https://t.co/pjkEUtmM0V,canadian justintrudeau set official date canada soon largest country world https
772,333,RT @daviddinenberg: 1000% @RoKhanna This is the year for real #change The time has come &amp; the #American people have spoken. Over 60% are in…,daviddinenberg rokhanna year real change time come amp american people spoken
773,772,"RT @InspctorChronic: Just landed a job at the first non-delivery #dispensary that's opening up in the area!

We did it #StonerFam
Time to s…",inspctorchronic landed job first dispensary opening area stonerfam time
774,890,"RT @gonzotrucker: #Canada #marijuananews #MarijuanaDecriminalization My friend smoked a marijuana cigarette, and then he got the munchies,…",gonzotrucker canada marijuananews marijuanadecriminalization friend smoked marijuana cigarette got munchies
775,400,"RT @TheSupremeFIRE: Lots of great ideas being shared today. Here's @john_fowler_jd dropping some knowledge at @ideacity. 

 #qualitymatters…",thesupremefire lots great ideas shared today dropping knowledge ideacity
776,105,"RT @vineshpratap: an answer to this question today @GlobalEdmonton 

""Is there a marijuana high equivalent to alcohol's .08?""

#yeg #BillC4…",vineshpratap answer question today globaledmonton marijuana high equivalent alcohol yeg
777,510,Random breath testing coming to Canada Dec. 18; counsel foresee Charter attacks ‘very early on’… https://t.co/Ot57JEojqb,random breath testing coming canada counsel foresee charter attacks early https
778,653,"RT @WTCBusiness1: #OhCanada! Ottawa just passed Canada's Cannabis Act. Stoners, investors rejoice - https://t.co/ws3CaC6upx @CommDigiNews @…",ohcanada ottawa passed canada cannabis act stoners investors rejoice https commdiginews
779,522,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
780,77,"Watch: Questions remain over #cannabis legalization. Key among them: home cultivation, impaired driving, pardons, a… https://t.co/V5OCF0bIhZ",watch questions remain cannabis legalization key among home cultivation impaired driving pardons https
781,970,@barcalegends83 @MayaJama Omg that would be sick!! 💪❤️ maya and @Stormzy up in Parliament we could do with it right… https://t.co/tEJZTIznnE,mayajama omg would sick maya stormzy parliament could https
782,131,RT @CannabisNews: Cannabis is now legal under #BillC45. #cannabis #Marijuana #CannabisCommunity #CannabisCulture #cannabisnews #weed #pot #…,cannabisnews cannabis legal cannabis marijuana cannabiscommunity cannabisculture cannabisnews weed pot
783,609,"#Texas #Republicans Come Out in Support of Marijuana Decriminalization
https://t.co/hz0SgM5VVa #MarijuanaNews… https://t.co/opJVwnAI4Z",texas republicans come support marijuana decriminalization https https
784,971,#LegaliseCannabis #cannabis #endourpain #cannabiscommunity #breakthetaboo #bbcqt,legalisecannabis cannabis endourpain cannabiscommunity breakthetaboo bbcqt
785,530,@GPTaylorMRD @Puglaas @RalphGoodale @BillBlair @TonyDean_TO Bad laws for all. #C46 will be defeated in court you fo… https://t.co/jkLlarIr5J,gptaylormrd puglaas ralphgoodale billblair bad laws defeated court https
786,1040,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
787,210,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
788,976,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
789,1010,"RT @Official_GSJ: If you are concerned about adolescents having access to #cannabis, you should be FOR #legalisation, not against.

Drug de…",concerned adolescents access cannabis legalisation drug
790,50,"RT @Zieloni: 🇨🇦 Kanada jako drugi kraj na świecie legalizuje marihuanę. To dowód, że stara polityka walki z narkotykami nie działa. Wspólni…",zieloni kanada jako drugi kraj świecie legalizuje marihuanę dowód stara polityka walki narkotykami nie działa
791,596,Criminal Lawyers Association seems bigoted! They say increased roadside police powers ( not #legalization its monop… https://t.co/fYWBsP8Icu,criminal lawyers association seems bigoted say increased roadside police powers legalization https
792,603,Mormon Church Battling Cannabis Linked to Big Pharma Stocks https://t.co/JVj8hJeGzZ #MarijuanaNews… https://t.co/xDcP9jmpVV,mormon church battling cannabis linked big pharma stocks https https
793,58,"Join the conversation!

https://t.co/saMA2VgnhZ

#bringpeopletogether #CannabisAct #CannabisCommunity… https://t.co/LHLMqr2lvp",join conversation https bringpeopletogether cannabisact https
794,577,"@witchymermaid 

#CannabisCommunity #marijuananews #Libertarian https://t.co/udPDqgKqM8",witchymermaid cannabiscommunity marijuananews libertarian https
795,999,"RT @ClaudiaBruggen: Ondertussen #bau hier, dus stelt @D66Zwolle het college wederom de vraag of #Zwolle meedoet aan #wietproef. Nu natuurli…",claudiabruggen ondertussen bau hier dus stelt het college wederom vraag zwolle meedoet aan wietproef
796,859,We'll add drug testing at our finish line! #afterworkwellness #MarijuanaDecriminalization #afterworkfun… https://t.co/JEIwvQUNzQ,add drug testing finish line afterworkwellness marijuanadecriminalization https
797,994,RT @ScotlandsTalkIn: On #ScotlandsTalkIn on Sunday morning tell us what you think of calls to drop the war on #drugs and #LegaliseCannabis?…,scotlandstalkin scotlandstalkin sunday morning tell think calls drop war drugs legalisecannabis
798,315,What #Pot #Marijuana #MJ #Legalization in #Canada Means for the #UnitedStates.https://t.co/5aQ1EO4Gyf via @RollingStone,pot marijuana legalization canada means via rollingstone
799,949,"#MarijuanaDecriminalization #Canada #weed #thc #marijuana #legalization 

https://t.co/ctuutnSna2 https://t.co/4OOXoantou",marijuanadecriminalization canada weed thc marijuana legalization https https
800,657,"With cannabis legalization now set for October 17th 2018 in Canada, medical field headed for ""murky waters."" Intere… https://t.co/GaPC4IiS5p",cannabis legalization set october canada medical field headed murky waters https
801,487,RT @lawyersdailyca: Random breath testing coming to Canada Dec. 18; counsel foresee Charter attacks ‘very early on’ https://t.co/v1wjSXBoik…,lawyersdailyca random breath testing coming canada counsel foresee charter attacks early https
802,885,"@SenJohnMcCain I have chickens within 25 miles of a dispensary, and I want to grow my own… https://t.co/JRX2BGz8xg",senjohnmccain chickens within miles dispensary want grow https
803,251,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
804,715,Induction Heating Comes to Cannabis Vaporizers https://t.co/LxgFP2oFOq #Leafly #marijuana,induction heating comes cannabis vaporizers https leafly marijuana
805,1056,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
806,784,Canadá 🇨🇦 da luz verde al uso recreativo de la #marihuana https://t.co/7cGpi6ZHZD #MédicoDelFuturo #actualidad #Canadá #cannabis,canadá luz verde uso recreativo marihuana https médicodelfuturo actualidad canadá cannabis
807,604,RT @ipoliticsca: Happy Friday! @Kyle_Duggan has the scoop on the looming showdown between the House and the Senate over the impaired drivin…,ipoliticsca happy friday scoop looming showdown house senate impaired
808,794,"RT @trinafraser: #Cannabis #Legalization by Province/Territory
**UPDATED AS OF JUNE 5/18**
Link to .pdf version with embedded links:
https:…",trinafraser cannabis legalization june link version embedded links https
809,1014,"If you are concerned about adolescents having access to #cannabis, you should be FOR #legalisation, not against.

D… https://t.co/uN2dm2btjI",concerned adolescents access cannabis legalisation https
810,516,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,puglaas pleased see receive royal assent bills represent historic law reform built policy
811,734,Recreational #marijuana forum tonight in #NatickMA. Officials want to hear from residents on the issue. At this poi… https://t.co/TVuvIEeamb,recreational marijuana forum tonight natickma officials want hear residents issue https
812,627,RT @njdotcom: EXCLUSIVE: Legalized weed in New Jersey isn't happening right now. The Bill in the Legislature is DOA. #marijuana #weed #cann…,njdotcom exclusive legalized weed new jersey happening right bill legislature doa marijuana weed
813,942,RT @GI_COLA: https://t.co/3T0zyL3isl Dalla foglia d'acero alla foglia di marja è 'nattimo  @parliamdidroghe @Radicali @radicalimilano @Bibi…,https dalla foglia alla foglia marja parliamdidroghe radicali radicalimilano
814,828,RT @SM_Stocks: $KALY $KALY.v Kalytera Provides Update on its Lead Program in Prevention and Treatment of #GVHD #CBD @stockhouse #NewsBlast…,kaly kalytera provides update lead program prevention treatment gvhd cbd stockhouse
815,160,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
816,238,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
817,261,RT @CannabisCulture: Don’t believe the #C45 hype: We are still #cannabis criminals! #cdnpoli  https://t.co/GZzc5waeyV,cannabisculture believe hype still cannabis criminals cdnpoli https
818,914,"WORLD NEWS | Canada to legalize Marijuana from October 17

#marijuananews #MarijuanaDecriminalization #cannabis… https://t.co/vziGFgzT8X",world news canada legalize marijuana october marijuananews marijuanadecriminalization https
819,514,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
820,285,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
821,356,RT @TheoMoudakis: Here's Friday's #Marijuana cartoon in @TorontoStar #legalization https://t.co/5AraLDToTZ,theomoudakis friday marijuana cartoon torontostar legalization https
822,1028,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
823,816,Mood... #weed #blunts #cannabis #marijuana #420 #kush #weedporn #stoner #pnwstoner #maryjane #dank #luxury… https://t.co/Ht9baCxhoX,mood weed blunts cannabis marijuana kush weedporn stoner pnwstoner maryjane dank https
824,1031,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
825,1032,October 17th Canada is about to get really cool 😎 #LegaliseCannabis,october canada get really cool legalisecannabis
826,464,"I’m pleased to announce that Bill #C45 has passed in the Senate, a milestone in the process of legalizing and stric… https://t.co/OkewEr93AP",pleased announce bill passed senate milestone process legalizing https
827,619,"RT @Leafbuyer: People in Oklahoma getting ready to vote on medical marijuana. Early voting underway.
https://t.co/1H0kko9XFQ
Blog: https://…",leafbuyer people oklahoma getting ready vote medical marijuana early voting underway https blog https
828,157,"As one of the 1st Canadian brokers to facilitate #cannabis insurance, we welcome the #BillC45. Read why this is so… https://t.co/PiZtD6F7pT",one canadian brokers facilitate cannabis insurance welcome read https
829,225,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
830,606,"RT #DougFord wants consultations on #marijuana sales in #Ontario https://t.co/EG5iR4iXSv #Ford, who was elected thi… https://t.co/IPPuVnNdmT",dougford wants consultations marijuana sales ontario https ford elected https
831,430,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",canborder even though cannabis legal regulated canada near future still able bring
832,704,"RT @ABC7: #Canada legalizes #marijuana, becoming 2nd country to allow both medicinal and recreational use https://t.co/E3P6QMN5RL",canada legalizes marijuana becoming country allow medicinal recreational use https
833,835,RT @Mygrowspotned: We think #potwallet and #potcoin is a solid solution for #cannabis businesses that want to use #crypto to take payments…,mygrowspotned think potwallet potcoin solid solution cannabis businesses want use crypto take
834,869,It would be good for #America if @realDonaldTrump supported #MarijuanaDecriminalization. It would eliminate some of… https://t.co/TXD3VSmxGa,would good america realdonaldtrump supported marijuanadecriminalization would eliminate https
835,711,"RT @jzamundu: If they're legalizing marijuana, then they should free all those that were arrested for selling it. 
It makes sense 
#Marijua…",jzamundu legalizing marijuana free arrested selling makes sense
836,883,"On October 17, our hands are going to start looking a lot more fascinating. #MarijuanaDecriminalization https://t.co/tGCrs3DdoG",october hands going start looking lot fascinating marijuanadecriminalization https
837,268,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
838,950,"uh oh @realDonaldTrump Alberta, Canada is surpassing us in #MarijuanaDecriminalization . They are way cooler than u… https://t.co/CYwHzdeJDg",realdonaldtrump alberta canada surpassing marijuanadecriminalization way cooler https
839,705,Pain medicine group cancels #doctor #training about #marijuana Spokeswoman #MeganDrumm says a request to cancel cam… https://t.co/uW4bGMEiDS,pain medicine group cancels doctor training marijuana spokeswoman megandrumm says request cancel https
840,383,"Legal access to #medicalmarijuana helps reduce opioid need, use, addiction and related deaths.

Pass it on.… https://t.co/YEuDxXHDmZ",legal access medicalmarijuana helps reduce opioid need use addiction related deaths pass https
841,650,"RT @gonzotrucker: #Canada #marijuananews #MarijuanaDecriminalization My friend smoked a marijuana cigarette, and then he got the munchies,…",gonzotrucker canada marijuananews marijuanadecriminalization friend smoked marijuana cigarette got munchies
842,254,"RT @KirkTousaw: I understand and have often commented on the many ways the Cannabis Act is flawed and too restrictive. 

But it still repre…",kirktousaw understand often commented many ways cannabis act flawed restrictive still
843,1026,1. High-strength ”#skunk” dominates the #UK market. The research focused on the potential risk posed to users’… https://t.co/ElV1B6TPW9,skunk dominates market research focused potential risk posed users https
844,635,"RT @CannabisNews: More marijuana in Texas? Why that question is lighting up Republicans https://t.co/1ciiWxpoDF

#marijuananews #CannabisNe…",cannabisnews marijuana texas question lighting republicans https marijuananews
845,712,RT @420Tenerife: Canada Legalizes Recreational Marijuana  #Marijuana https://t.co/TwaBUQsvlF,canada legalizes recreational marijuana marijuana https
846,230,"Doug Ford wants consultations on cannabis sales in Ontario 
But..we already paid for that #CannabisTaskforce read t… https://t.co/2RIvv6fWzI",doug ford wants consultations cannabis sales ontario already paid cannabistaskforce read https
847,208,RT @RealChristinaL: BREAKING: The bill legalizing marijuana just cleared the final legislative hurdle. Marijuana will be available in store…,realchristinal breaking bill legalizing marijuana cleared final legislative hurdle marijuana available
848,821,RT @GovCanHealth: Canadians asked questions about the effects of #cannabis to a panel of experts. Learn what they wanted to know and get th…,govcanhealth canadians asked questions effects cannabis panel experts learn wanted know get
849,1049,There’s some serious fishy shit going on around this legalising cannabis in uk! It’s simple legalise it! But suppos… https://t.co/YgHef4oDp1,serious fishy shit going around legalising cannabis simple legalise https
850,749,RT @weedmaps: Why did #Canada choose October 17th to begin selling and consuming legal recreational #marijuana? 🍁🤔 https://t.co/JcxPz2KoX0,weedmaps canada choose october begin selling consuming legal recreational marijuana https
851,240,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",dondavies week parliament passed bill positively change years legal social amp economic attitudes toward
852,499,"RT @JusticeCanadaEN: Today, Bill #C46 has become law. This is the first change in Canada’s impaired driving laws in a generation. These cha…",justicecanadaen today bill become law first change canada impaired driving laws generation
853,986,#LegalizeIt #LegaliseCannabis 💥☝🏾 https://t.co/Xd1Z0KgqWp,legalizeit legalisecannabis https
854,779,RT @HarvestMedicine: Most LPs in Canada offer compassionate pricing in one form or another. Check out our blog post to see if you are eligi…,harvestmedicine lps canada offer compassionate pricing one form another check blog post see
855,636,"RT @womeninforensic: Canada legalizes recreational Marijuana
https://t.co/ss6z3TieUX #womeninforensics #forensics #marijuananews",womeninforensic canada legalizes recreational marijuana https womeninforensics forensics marijuananews
856,103,"#ContentmentIn4Words

This weed is smooth.

#FourTwentey #BillC45 https://t.co/OGsze3RRQ4",weed smooth fourtwentey https
857,227,"RT @JodieEmery: I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new criminal laws…",jodieemery momentarily discuss cannabisact good bad ugly new criminal
858,889,#MarijuanaDecriminalization on the #podcast 930in716 - https://t.co/FaUxmeJudo,marijuanadecriminalization podcast https
859,359,Are there any stable #cannabis careers? Here is what you need to know about the industry and the #jobs available:… https://t.co/ulmGOtJFVs,stable cannabis careers need know industry jobs available https
860,769,"For investors, the cannabis roller-coaster may just be getting started https://t.co/afEL1tgTbU    #cannabis #marijuana #weed #pot",investors cannabis may getting started https cannabis marijuana weed pot
861,10,"Instead, parents and grandparents are expected to be part of a new generation of the cannabis “naive” — and that’s… https://t.co/23OGw0PTln",instead parents grandparents expected part new generation cannabis naive https
862,207,"RT @JodieEmery: Want to know how to eliminate the illegal, massive, long-established “black market” cannabis industry?

Legalize it.

That’…",jodieemery want know eliminate illegal massive black market cannabis industry legalize
863,622,#Florida #AppealsCourt Grants Stay in Cannabis Juicing Case - https://t.co/TGP1eLYmCA #DeniedMedicalMarijuana… https://t.co/wjEACEXNlZ,florida appealscourt grants stay cannabis juicing case https https
864,795,RT @wheretobuyvapes: Here's a great 14 piece #Cannabis smoking kit for those who like to have everything compact &amp; organized. Makes a great…,wheretobuyvapes great piece cannabis smoking kit like everything compact amp organized makes
865,209,RT @Ward_Uptigrove: Employers – do you need help on what your Impairment at Work Policy should now include?  Follow our page for 2 subseque…,employers need help impairment work policy include follow page
866,850,"RT @LegalizationFl: Alt Thirty Six, a first-of-its-kind payment solution platform specifically designed to help the #cannabis industry go d…",legalizationfl alt thirty six payment solution platform specifically designed help cannabis industry
867,156,Recreational #marijuana use will soon be legal in #Canada after the Senate passed a “historic” bill on Tuesday with… https://t.co/dPpzPYNXUn,recreational marijuana use soon legal canada senate passed historic bill tuesday https
868,350,RT @TheGreenDailyy: Well it’s official #Canada Trudeau announces Oct 17 2018 as the official date of #legalization of #cannabis. #StayCrisp…,thegreendailyy well official canada trudeau announces oct official date legalization cannabis
869,957,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,iliveasnatalie professional within construction industry concerned legalization marijuana affect
870,1012,#LegaliseCannabis for recreational aswell as medical!! It’s almost like this government likes the fact drug dealers… https://t.co/jM43N4HAPD,legalisecannabis recreational aswell medical almost like government likes fact drug https
871,707,"Pain Medicine Group Cancels Doctor Training About #Marijuana, #Doctors should learn about #MedicalMarijuana from tr… https://t.co/2EE1jB346l",pain medicine group cancels doctor training marijuana doctors learn medicalmarijuana https
872,283,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
873,513,"@JusticeCanadaEN Supreme court, will be seeing you, very soon. #C46",justicecanadaen supreme court seeing soon
874,342,RT @TheoMoudakis: Here's Friday's #Marijuana cartoon in @TorontoStar #legalization https://t.co/5AraLDToTZ,theomoudakis friday marijuana cartoon torontostar legalization https
875,756,Can You Fly With Weed You Bought Legally? https://t.co/wgw8RtcT49 #Cannabis #Marijuana #BloomTHC,fly weed bought legally https cannabis marijuana bloomthc
876,926,"@TIME While #Canada is getting ready to fully legalize #cannabis, #Italy is getting ready tu completely ban its use… https://t.co/9dxyBDukbD",time canada getting ready fully legalize cannabis italy getting ready completely ban https
877,310,RT @apenn034: Canadian companies face 'big learning curve' on employee pot use: HR expert https://t.co/e2QAjYfqI6 #Cannabis #legalization #…,canadian companies face learning curve employee pot use expert https cannabis legalization
878,535,RT @CannabisHelpsMe: Here we go.. kiss your drivers license good-bye if you are a #medpot user. Unconstitutional and against our Charter Ri…,cannabishelpsme kiss drivers license medpot user unconstitutional charter
879,830,RT @OpenTable: Start your happy hour on a high note with #cannabis-infused cocktails @madisononpark @gmweho + more: https://t.co/4SHBV2cL0A…,opentable start happy hour high note cocktails madisononpark gmweho https
880,390,Massachusetts is launching its adult-use #cannabis market on July 1st – but zero commercial business licenses have… https://t.co/mbq6dgwx5i,massachusetts launching cannabis market july zero commercial business licenses https
881,469,RT @MCRCI: Looks like @SenateCA has approved #C45! That means the Cannabis Act will proceed as we await the Proclamation Date by the Canadi…,mcrci looks like senateca approved means cannabis act proceed await proclamation date
882,402,"RT @CanBorder: Even though #cannabis will be legal and regulated in Canada in the near
future, you will still not be able to bring it acros…",canborder even though cannabis legal regulated canada near future still able bring
883,623,#MarijuanaStocks #marijuananews #business #travel https://t.co/deOAts5sRu,marijuanastocks marijuananews business travel https
884,335,RT @qnp: Make sure you hop on the #Cannabus for #CannabisFest sponsored by @AmpleOrganics &amp; @HelloMD_com. Great networking opportunity! So…,qnp make sure hop cannabus cannabisfest sponsored ampleorganics amp great networking opportunity
885,237,"RT @Hydropothecary: With the passing of C-45, we have taken a giant step forward as a world leader in cannabis legalization. Hydropothecary…",hydropothecary passing taken giant step forward world leader cannabis legalization
886,70,"RT @NICHECanada: Watch: Questions remain over #cannabis legalization. Key among them: home cultivation, impaired driving, pardons, and the…",nichecanada watch questions remain cannabis legalization key among home cultivation impaired driving pardons
887,575,"Canada approves recreational use of marijuana https://t.co/OpDeQ998SC
#canada #cannabis #canadacannabis… https://t.co/Wx3SF4I1Hs",canada approves recreational use marijuana https canada cannabis https
888,347,RT @SuburbanFinance: Are there any stable #cannabis careers? Here is what you need to know about the industry and the #jobs available: http…,suburbanfinance stable cannabis careers need know industry jobs available
889,1004,"RT @Official_GSJ: If you are concerned about adolescents having access to #cannabis, you should be FOR #legalisation, not against.

Drug de…",concerned adolescents access cannabis legalisation drug
890,143,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",stefostrander thank made happen rock world changing legalization
891,891,RT @420x_Life: #420X @420x_Life true dedication is what #Cannabis Cultivators have. it's not only about the money it's all about the actual…,true dedication cannabis cultivators money
892,303,"RT @trinafraser: #Cannabis #Legalization by Province/Territory
**UPDATED AS OF JUNE 5/18**
Link to .pdf version with embedded links:
https:…",trinafraser cannabis legalization june link version embedded links https
893,306,RT @CannabisCulture: Canada Becomes Second Nation in the World to Legalize Marijuana #legalization #legal #law #Canada https://t.co/N6ngev5…,cannabisculture canada becomes second nation world legalize marijuana legalization legal law canada https
894,741,#420Facts - New to #marijuana edibles and unsure about your ‘right dose’? Always remember to “Start Low &amp; Go Slow”… https://t.co/2mEb87uxO7,new marijuana edibles unsure right dose always remember start low amp slow https
895,397,#support #Oklahoma #cannabis #legalization https://t.co/QDAHNwDBsb,support oklahoma cannabis legalization https
896,978,"RT @ygreck: Loi adoptée #polcan #polQC #AssNat #LegaliseCannabis @JustinTrudeau 
https://t.co/tYzhhRsCgy https://t.co/uOto9SyCr6",ygreck loi adoptée polcan polqc assnat legalisecannabis justintrudeau https https
897,3,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,govcanhealth check topten things need know legalization regulation cannabis canada
898,218,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,gptaylormrd official cannabis act received royal assent law cannabis become legal canada
899,328,Expect more of these c/o @jeffsessions as #Canada has legalized recreational use. #decriminalization #legalization… https://t.co/ANuPQqO5Hd,expect jeffsessions canada legalized recreational use decriminalization https
